audit_id,order_id,field_name,old_value,new_value,changed_at,changed_by
43004,26468,current_status,X1MFN5,74ZO3X,2025-08-25T21:57:33,system
43005,15298,notes,QD3I73,0UJO6X,2024-02-05T03:19:43,ops
43006,78600,notes,JIOHDQ,VTRAWT,2024-05-02T08:40:14,ops
43007,44943,current_status,87U3B3,RK70B1,2024-07-22T16:40:38,support
43008,80139,shipping_address,FWMLNU,CM770J,2024-10-03T01:28:43,system
43009,94662,notes,LYUKAH,XIOAU7,2025-05-30T20:03:38,ops
43010,33391,notes,E4UGOS,E20JTZ,2024-11-16T03:51:34,support
43011,112307,current_status,O7GRMZ,98C2HJ,2025-10-17T22:13:50,ops
43012,68787,current_status,P7QBSY,VK24LN,2024-11-24T13:08:48,system
43013,13521,shipping_address,SAUPPL,YG3VPS,2025-11-08T00:32:11,ops
43014,66113,notes,F8H9US,DXHM08,2024-04-28T19:04:33,support
43015,116630,notes,JZWGEU,84CIXC,2024-09-10T19:35:52,system
43016,99833,customer_phone,Q5482E,J9B1BJ,2025-05-07T16:16:24,system
43017,17516,order_total,AM6XFZ,U8T86O,2026-01-19T00:12:44,support
43018,26579,shipping_address,U1WZGR,PI317H,2025-11-30T15:52:10,ops
43019,105614,order_total,7NXSBT,3NN8J0,2024-02-27T14:07:47,ops
43020,68024,current_status,GZ0ZDD,5LX01P,2025-05-28T10:49:13,ops
43021,96379,order_total,Z1DRRR,OOLMY3,2024-05-19T10:45:00,support
43022,67242,customer_phone,69HY1D,V2Q52O,2025-10-04T02:13:15,support
43023,39808,shipping_address,IW6T1T,695Q6G,2025-01-14T16:51:55,system
43024,111017,shipping_address,63WV67,HRJV29,2024-09-16T20:34:10,support
43025,102102,current_status,7N6JLD,HV5TU8,2024-06-29T05:07:43,system
43026,27445,customer_phone,XPI07Y,08FF5A,2024-09-12T14:55:34,support
43027,83054,notes,VF6O9Q,C1WHUZ,2025-02-09T01:49:50,support
43028,52339,notes,XB4G1D,WQWYOU,2024-12-05T04:14:17,ops
43029,43338,shipping_address,4AGDLB,A07V6A,2024-07-01T20:23:57,system
43030,111564,shipping_address,USNMCO,WWEU8F,2024-12-19T16:04:45,support
43031,5789,shipping_address,2R7AO8,L3739S,2025-12-11T15:37:48,support
43032,39944,shipping_address,J7U69I,AT07NI,2024-10-08T09:56:58,ops
43033,33859,order_total,ZXWP52,HTQYG2,2024-03-27T02:11:55,support
43034,100463,customer_phone,3ZT6IK,XJMNWH,2024-04-22T00:41:45,support
43035,46541,current_status,BUMSCH,8212N7,2025-05-31T17:35:38,support
43036,16142,shipping_address,XHK0KE,DITBCH,2026-02-04T07:48:29,system
43037,15248,shipping_address,MWMQPS,JKH66B,2025-02-11T09:00:45,ops
43038,108100,notes,1MA639,FFREJB,2024-09-24T03:46:42,system
43039,36251,customer_phone,J6KDDH,59FHDY,2025-05-26T11:04:43,ops
43040,82398,current_status,C811MX,QQI6SU,2025-07-09T02:23:17,system
43041,73093,customer_phone,DVL937,RX0XG4,2025-06-13T19:20:50,support
43042,67116,current_status,9PSRAZ,JQM7ST,2025-02-23T03:44:45,ops
43043,1469,shipping_address,B28DBZ,3OP05S,2024-05-06T07:43:41,ops
43044,15881,customer_phone,2DNECZ,RNCWVA,2024-11-18T15:27:06,system
43045,27556,customer_phone,HT4ELL,Z40LDK,2025-03-07T20:38:35,ops
43046,10542,shipping_address,QD6NFD,ZHN8H6,2025-03-18T00:58:43,support
43047,66714,customer_phone,XC7T9C,T1JVP7,2025-11-03T00:03:12,support
43048,24158,order_total,ZR02AX,FWR61L,2025-07-07T12:10:07,ops
43049,13032,order_total,CWL41O,B0C31B,2025-08-15T22:40:52,ops
43050,117484,current_status,B5CGZW,9DAT4B,2025-08-18T23:22:06,support
43051,40586,order_total,AEYGG5,PDPV8K,2025-09-04T07:09:53,system
43052,99614,current_status,0M7OZ9,BB98GC,2025-11-29T06:07:16,ops
43053,18355,current_status,PKIH05,TFI2GD,2024-07-26T20:26:39,system
43054,61928,current_status,KAG2I5,K5CKBF,2024-05-17T23:32:49,ops
43055,78401,current_status,UTHMMS,5W5MMK,2024-09-14T14:26:17,support
43056,11855,customer_phone,0A0KD8,KZ70W3,2024-07-20T13:55:00,ops
43057,105604,current_status,5LJY3D,D2J04Q,2024-06-18T21:04:07,support
43058,74527,order_total,D7N4LK,OUXNXH,2026-01-03T11:32:15,support
43059,23698,order_total,KBBSYR,SG4D6R,2025-09-08T05:19:03,ops
43060,98941,customer_phone,309R6M,S9B4VO,2024-11-17T14:52:10,support
43061,40177,notes,29W7LN,0Z1TH5,2024-10-14T07:17:14,ops
43062,63427,current_status,2XA4OF,FV5UMK,2024-05-23T21:04:18,system
43063,107158,current_status,MJ0IHK,TW1S2X,2025-09-13T19:59:18,system
43064,7769,current_status,DILJH1,FIOI45,2024-07-21T15:24:35,support
43065,87944,shipping_address,6OQL93,J6BV9Q,2024-03-15T23:02:29,support
43066,23383,customer_phone,SOJCQA,O7MV28,2024-07-29T09:33:15,system
43067,17410,customer_phone,3DVV2F,5PP1XT,2025-05-29T01:39:21,ops
43068,109140,order_total,8DYW1N,OPFO4X,2025-06-18T00:16:19,support
43069,116337,shipping_address,PAE7IT,HE4NYG,2025-12-25T13:27:57,system
43070,107733,notes,3P9JOZ,H4TLAS,2025-07-20T03:36:39,system
43071,118419,customer_phone,QDNI1O,CBAE59,2024-11-11T11:23:30,ops
43072,103212,order_total,6U2TBA,IKIZUM,2024-08-21T15:32:30,ops
43073,113042,notes,8FVQAB,Z6F6I1,2025-04-29T08:52:22,ops
43074,226,customer_phone,KHKX1Z,Q1IT5L,2025-05-28T03:55:19,system
43075,40644,notes,4O205F,KHLYT5,2026-01-02T03:18:41,system
43076,109151,order_total,G88GCJ,KDOEIV,2025-08-08T06:18:03,system
43077,110870,order_total,H83SE7,2QOQVZ,2025-06-27T16:38:01,system
43078,5741,order_total,RO3QZP,EH4A48,2025-12-02T14:45:16,support
43079,38997,order_total,SBJ5T4,U79R9S,2024-04-07T09:59:31,ops
43080,69024,current_status,7GPNLN,SW1R4R,2024-11-28T13:50:11,ops
43081,44820,order_total,VIMK7X,I7VZ1R,2024-07-10T11:53:51,system
43082,20000,customer_phone,2L3WM4,SIWQUM,2025-05-03T12:18:33,system
43083,116142,notes,UOBMFZ,0Z4C9H,2025-05-19T06:05:28,system
43084,72608,shipping_address,TYCS1P,7LJQ5P,2025-10-28T20:06:52,system
43085,83304,notes,3UZ0CE,B9QCJD,2025-02-26T09:34:50,support
43086,41932,customer_phone,87ETQX,K5YHXQ,2025-08-15T17:08:50,system
43087,16824,order_total,K5M37F,IG5T1N,2025-08-08T15:00:45,support
43088,31109,order_total,U0C7G3,R8QQBU,2025-08-05T12:49:20,support
43089,89570,shipping_address,AT88MA,PMQRV9,2024-12-09T23:38:12,system
43090,13220,notes,Y26N4V,08LDV8,2025-05-10T21:10:00,ops
43091,25470,current_status,70Z0XE,F40MCC,2024-06-22T01:48:10,support
43092,24446,current_status,GEM48F,T6NWFG,2024-02-23T02:30:28,ops
43093,65625,shipping_address,3T9YGA,QC70M2,2024-08-06T08:39:06,system
43094,103597,shipping_address,1OKVTN,YN4A4T,2026-01-02T07:00:47,support
43095,47373,current_status,AR6AIS,05C4PK,2024-10-22T16:16:38,support
43096,116516,shipping_address,YJFREZ,7UHIK8,2025-11-28T20:33:21,system
43097,67913,order_total,14MIZ4,R43AKA,2024-07-16T15:49:05,system
43098,98514,customer_phone,CW20WS,503ZL4,2025-01-20T00:29:56,system
43099,19729,current_status,U2D1JG,NU5SJZ,2025-11-24T12:34:16,support
43100,111170,shipping_address,YQK3T2,50OOYW,2024-10-07T15:14:11,system
43101,94053,current_status,1A0D15,MACNS4,2025-12-06T03:36:16,system
43102,108559,current_status,3QUGCL,UOIEHD,2025-03-12T14:30:27,ops
43103,30614,current_status,73ADEB,KCABPX,2025-04-11T20:56:39,support
43104,58160,order_total,3SL71C,S82Q2O,2024-02-22T06:45:47,support
43105,85821,order_total,2JJ7IG,G800FJ,2025-02-27T14:41:48,support
43106,9868,notes,4EN8OP,0XYZIW,2025-10-07T12:48:11,ops
43107,89685,order_total,TFZ8PI,2305WS,2024-07-14T13:37:56,support
43108,71673,order_total,DZ1KSE,0VA6WG,2025-09-12T20:28:14,support
43109,2158,shipping_address,AO3A3S,GUFE2V,2025-09-25T20:21:43,ops
43110,22309,order_total,EE24F4,OJZYSO,2025-07-17T06:30:19,ops
43111,54219,notes,HVV7VW,65TTPC,2025-01-16T06:33:04,system
43112,39000,customer_phone,D2ZYJT,743K1O,2024-04-30T02:33:54,ops
43113,33222,shipping_address,XUE2GX,FKF7EL,2024-01-28T17:24:53,system
43114,21524,current_status,9CT6J8,EGCVZK,2025-07-21T01:36:32,system
43115,56900,current_status,08FBW2,TG5MN0,2025-07-14T23:01:25,support
43116,98007,current_status,FHAQV4,97FFG5,2025-06-05T10:42:34,system
43117,10976,notes,DJMTHB,HJ7C02,2025-09-05T13:17:36,support
43118,95154,order_total,EFW3QO,9FOA42,2025-02-01T12:48:55,support
43119,106812,notes,QQ6Q59,9MX7P5,2024-08-14T12:34:46,system
43120,86487,current_status,W9TIQD,3C6CBN,2024-03-08T22:00:16,system
43121,43328,notes,3X0MQ3,YIDLDO,2024-07-12T06:00:28,ops
43122,81427,notes,OCR3LD,4S38M3,2024-03-18T10:30:19,ops
43123,88759,notes,2R0YIH,S48ZUW,2024-04-04T06:39:07,system
43124,45217,customer_phone,L5BVCR,UHFWLM,2025-01-25T21:11:18,system
43125,39541,shipping_address,5Y7PTS,4KNSCA,2025-07-09T19:30:48,ops
43126,91625,customer_phone,TGHDPJ,01DNQI,2025-05-30T19:27:20,support
43127,62205,customer_phone,XHGJ39,YQ8J9U,2024-04-21T15:48:30,support
43128,95511,order_total,T4FRS9,9AGOBS,2024-03-10T09:45:57,support
43129,90244,shipping_address,MZ9HEG,DB05WD,2025-11-09T11:41:20,support
43130,13357,current_status,U5ANTD,JV9NQ6,2024-04-29T04:44:46,support
43131,55661,notes,PZWI38,LOD5Q3,2024-12-25T21:51:13,ops
43132,34439,notes,VVUO0H,7M2Q3F,2024-03-03T01:53:39,system
43133,20666,order_total,FNPI0X,8TU33H,2024-04-25T22:41:22,ops
43134,61832,notes,3XZUOW,BY84FC,2025-02-18T22:25:56,ops
43135,94417,order_total,OSFXY8,6W3KLV,2024-04-13T19:24:27,system
43136,99209,order_total,R1PARL,CE80F8,2024-12-06T02:47:04,system
43137,60591,shipping_address,31HHUV,82RFWN,2025-08-23T18:26:28,support
43138,105317,shipping_address,3SSVRF,1FU6AY,2024-04-20T16:24:14,ops
43139,21583,order_total,XT6D1K,ORT1J8,2024-10-09T11:37:25,system
43140,14086,customer_phone,B6NW6L,N6M6K3,2025-02-23T08:52:42,ops
43141,78311,customer_phone,3VIC29,AO3UZ8,2025-01-12T04:55:09,system
43142,52187,current_status,K34388,6BB3V2,2024-11-10T17:11:13,support
43143,33291,shipping_address,UJLYOQ,L8W0EE,2026-01-17T03:56:07,system
43144,64091,notes,8K1E5Z,BAVFLI,2024-04-29T05:24:54,support
43145,7456,shipping_address,JP06N1,116HB2,2025-05-21T17:53:48,support
43146,8585,order_total,I3FMFT,JGJFOE,2025-04-16T19:26:11,support
43147,2954,customer_phone,C8S3ZV,L2GDMZ,2026-02-18T05:25:10,support
43148,51313,shipping_address,7ZZMJQ,ILOH9E,2025-03-04T06:21:22,ops
43149,30521,shipping_address,JS8XPG,HKF7I9,2024-03-05T09:48:49,ops
43150,87281,order_total,64YOJ6,OR10W2,2025-09-26T10:00:29,ops
43151,17396,notes,O12XZV,GHDMKR,2024-05-23T09:20:39,support
43152,23335,current_status,8VVF8G,K0VOFY,2025-08-24T09:09:43,support
43153,61789,notes,9GLH5C,8P4UVD,2024-05-29T19:57:42,system
43154,39270,notes,628XKV,O8YEX8,2024-02-14T15:16:47,system
43155,13784,customer_phone,Y44PQI,QWH8SB,2025-03-04T06:56:01,support
43156,85515,order_total,DE8BGY,8MJDGC,2024-06-11T14:06:10,ops
43157,58351,order_total,BGLXLW,XKIHM2,2025-02-18T15:23:50,system
43158,40655,shipping_address,EX6T8V,JSCKKH,2025-04-07T10:44:04,system
43159,71690,notes,IJV1W8,VG7F2W,2024-05-19T15:11:50,system
43160,80282,shipping_address,7WV3DX,WT8AU3,2025-12-08T03:23:06,ops
43161,74445,notes,IOQH7M,329PD8,2024-09-17T09:02:48,support
43162,37000,notes,6V1W1V,I6XMUZ,2024-08-31T07:45:18,support
43163,62553,shipping_address,XIEQ7G,Z09YQ7,2025-08-18T06:13:48,ops
43164,67157,current_status,IYX2DO,CQSC5P,2025-07-12T09:24:08,support
43165,16501,shipping_address,EAYXYI,JTXFAB,2025-03-22T19:57:36,system
43166,76027,notes,EJWR7T,NIA6LV,2025-09-13T16:31:56,system
43167,103236,current_status,YN9BUI,YI5O7C,2024-12-25T21:36:05,ops
43168,69409,current_status,JZI5DE,Q5JIG3,2025-07-26T17:21:46,ops
43169,110578,current_status,O8NT3S,0SLS0H,2025-09-18T04:22:12,ops
43170,83265,customer_phone,R9S8LL,2GDD9N,2025-04-26T00:34:41,ops
43171,86084,notes,ID8IP3,2B2SKT,2024-01-13T09:40:09,system
43172,93177,order_total,H7TL7F,4SAOSV,2024-10-13T10:17:39,system
43173,41580,shipping_address,45HZT7,MQBQAO,2024-10-21T09:33:30,support
43174,46675,current_status,AJC7O7,8683MQ,2024-12-10T03:51:48,system
43175,117987,current_status,W1838J,HLO8JD,2024-04-21T19:47:42,ops
43176,84810,customer_phone,QGZTO3,472Z41,2025-07-30T20:19:57,system
43177,61968,shipping_address,64GUK3,9T9TST,2024-01-02T19:02:07,system
43178,29197,current_status,RN2KQE,01F0Z2,2025-03-17T04:27:48,ops
43179,35008,shipping_address,72142D,85FJG3,2026-02-09T03:47:28,ops
43180,46648,customer_phone,ZG35NY,X3DLA8,2025-05-05T10:20:05,system
43181,6282,notes,J4WI71,3JSNNY,2025-03-29T16:05:56,support
43182,84607,current_status,FPRNW0,BFN8NV,2024-12-17T21:18:24,support
43183,87364,current_status,N20K12,YDG7LM,2025-04-03T17:21:34,ops
43184,72132,shipping_address,98Y3X5,C7LUVI,2024-11-26T12:43:33,system
43185,59521,customer_phone,UY7F4W,XPQ9XD,2025-07-29T21:58:11,ops
43186,118719,notes,15PK4Q,4I0XPL,2024-02-05T05:06:33,support
43187,46300,order_total,WGZYMF,S4ZS46,2025-03-06T06:50:20,system
43188,13163,current_status,P0EIYW,LTQ3SH,2025-12-19T16:02:16,system
43189,82729,current_status,NL03E9,1IS8XT,2024-06-13T04:52:51,ops
43190,29081,current_status,806V3I,CV58QG,2026-01-11T15:35:17,ops
43191,57394,customer_phone,YS77PG,SI0QLZ,2025-07-19T23:15:26,ops
43192,15609,customer_phone,BP4S8Z,RI18LK,2024-11-24T07:17:29,support
43193,105771,shipping_address,EWNFU6,AD5IR2,2025-06-08T16:31:19,system
43194,113299,customer_phone,63SQD4,ODZ44I,2026-01-27T18:56:38,ops
43195,18709,customer_phone,9X70F1,53W5IP,2024-12-31T23:43:06,ops
43196,28180,notes,VLB1SP,WRGPKU,2024-02-06T01:39:33,support
43197,78851,customer_phone,QRLLDP,0CGGP1,2025-10-06T22:25:42,system
43198,39984,current_status,L86JG6,EHCUGT,2025-06-24T20:58:06,system
43199,65929,shipping_address,TW2YI6,76CBR4,2024-02-28T22:52:11,system
43200,55251,order_total,QDASKN,OKFZ44,2024-03-25T10:29:34,support
43201,50232,notes,KOADL7,DII9IV,2024-06-26T14:10:34,ops
43202,43757,notes,CSFN0S,YI0HSU,2024-07-26T22:41:02,ops
43203,32412,shipping_address,8OYUX4,MWOEES,2024-01-20T06:38:08,ops
43204,79211,shipping_address,GX69QA,FHRL3W,2024-06-24T13:28:28,system
43205,88839,current_status,V7SAHG,N3LQB1,2024-03-08T05:01:20,support
43206,20078,shipping_address,6MPBIH,0FX6ZX,2025-04-28T16:08:50,system
43207,108753,customer_phone,D09POB,3HIKC1,2024-12-31T19:07:16,ops
43208,31284,notes,0C8NES,SC8J8P,2024-02-28T01:17:19,support
43209,41787,shipping_address,14UTL5,LVXCOQ,2024-12-10T00:44:25,ops
43210,59313,shipping_address,T1D1UH,PW2X0K,2025-05-07T05:06:40,system
43211,44669,customer_phone,LXGSBV,UZCWHZ,2024-11-02T19:31:45,ops
43212,33702,current_status,1U0TEA,L7QW6X,2026-02-08T14:19:06,support
43213,20797,current_status,NDLJGB,6WEAP2,2025-08-09T19:43:30,ops
43214,66589,notes,86TZ0B,DXCUMC,2025-11-03T17:53:15,ops
43215,8707,shipping_address,RG0Z7G,2ALNI0,2025-07-11T16:37:33,system
43216,17245,current_status,ZRHYX4,JORO5T,2025-05-16T22:01:07,support
43217,68491,shipping_address,JP492H,E1LZ4S,2025-06-21T00:04:20,ops
43218,112696,order_total,8QTM4W,3IF9ND,2024-09-13T12:41:55,support
43219,27555,current_status,ZDYV6R,4F9F8T,2025-10-05T20:23:57,system
43220,109070,customer_phone,DW34KP,X6IB37,2025-07-10T18:02:18,support
43221,79160,order_total,IGVQMA,PWIB69,2024-03-31T10:49:56,support
43222,92815,notes,JGJSJ2,RPOH1T,2024-12-25T21:23:06,support
43223,34701,current_status,B9HNOF,L0YNR3,2024-06-09T12:44:18,support
43224,12348,shipping_address,2Z4NI0,7580TS,2025-02-14T08:43:39,ops
43225,95035,shipping_address,MV0SJ1,QNOM2K,2024-01-04T10:31:11,system
43226,2260,order_total,IKQ757,UH81NT,2025-01-31T01:36:37,system
43227,39345,order_total,NKH88C,50N0YS,2024-04-22T07:18:44,system
43228,17439,customer_phone,AGD9TU,CY921S,2024-11-02T15:15:08,system
43229,4185,order_total,KC3830,KMG3ZD,2025-04-13T11:42:57,system
43230,44401,current_status,4ZAOX0,BBS1WD,2026-01-20T09:56:47,system
43231,108868,notes,ZTZ8KR,MDULJH,2024-05-23T14:06:48,system
43232,45883,shipping_address,XYAG1B,KP98GD,2024-12-15T16:12:53,ops
43233,111821,customer_phone,EZH7TA,9DIO5M,2025-11-21T21:58:51,support
43234,111753,current_status,BQFFFG,VXMA88,2024-04-17T14:35:32,ops
43235,93424,customer_phone,U2X7M2,C03ZQE,2024-10-15T10:00:41,system
43236,116474,current_status,OSN15J,RKSIJG,2024-01-19T16:21:49,support
43237,97951,current_status,I5JJNL,LYI2VF,2024-10-01T08:42:55,ops
43238,78416,customer_phone,FORX7J,N442BX,2024-08-09T14:31:22,ops
43239,19489,customer_phone,77O2SK,WD8KNN,2025-01-29T18:47:49,ops
43240,106615,order_total,0G4WIO,Z2HHGN,2026-02-17T02:13:27,ops
43241,114685,notes,KFG55T,SCMBQM,2024-03-24T09:00:28,system
43242,90283,current_status,G8KH1M,UMBP5M,2025-11-04T23:01:48,support
43243,66790,current_status,ALZR2K,VQK5ZD,2025-10-05T20:49:00,ops
43244,222,order_total,F97G7P,8465QQ,2025-08-13T13:58:27,system
43245,7619,order_total,ZRELH9,VJ7NWR,2024-02-13T00:25:48,ops
43246,27540,current_status,LYNUE1,O0TZTI,2025-07-06T00:57:19,support
43247,14597,current_status,HKTA7B,BXCZ8U,2024-11-12T06:54:33,ops
43248,70049,order_total,CDTJDN,6TG3NL,2024-11-01T09:24:29,support
43249,13003,notes,06MO4T,6YHJ6C,2024-08-11T09:44:48,ops
43250,45549,current_status,XI0586,ILGJU1,2025-02-12T12:59:34,support
43251,69946,shipping_address,JV5WO3,XS2J8Z,2025-09-01T18:09:20,system
43252,77378,notes,4YBQ69,AC5HWX,2025-02-24T10:57:35,system
43253,79522,current_status,1GUPBM,T2E37H,2024-05-01T13:33:14,support
43254,78381,shipping_address,PVQ3TL,AY6698,2024-05-06T04:49:41,support
43255,8220,current_status,YLJLIX,OUXU9D,2024-03-03T07:00:14,support
43256,96561,order_total,A8BKKE,9YD3L7,2024-01-18T21:06:04,ops
43257,60828,current_status,PCTWZ3,M6TZQS,2024-04-12T13:24:31,system
43258,44200,order_total,ZGREZH,H3V8RP,2024-05-23T11:47:17,system
43259,5885,notes,I8M70L,R7UAU3,2026-01-07T03:12:06,ops
43260,100571,order_total,NEMN46,WWVM1P,2025-05-24T19:23:50,support
43261,33834,order_total,VAISB6,Z3937I,2025-01-05T19:02:04,system
43262,44994,customer_phone,OEK1NF,0WYCMN,2024-11-07T07:23:06,ops
43263,59717,shipping_address,Y5R1GV,I5BX97,2025-07-08T02:28:51,support
43264,59711,notes,DS6Y37,81TWYE,2024-05-08T22:50:34,ops
43265,17812,notes,EC57SO,5KFJ11,2025-09-16T12:54:30,ops
43266,83130,current_status,D0JI59,G2P7JJ,2024-04-06T11:28:31,ops
43267,100953,customer_phone,0LJWPH,4EVQVI,2025-08-30T21:36:28,ops
43268,93234,order_total,D70EUA,CKAC2P,2024-04-27T02:34:03,ops
43269,96905,current_status,GWSLHI,F8PC11,2026-02-07T11:10:56,ops
43270,89631,customer_phone,7NPVSW,Q6MQI3,2024-06-02T21:52:43,system
43271,25453,order_total,63FKQX,UT3AH9,2024-12-11T05:14:58,support
43272,49533,customer_phone,YRGGL1,U4O1TN,2025-09-25T04:54:04,support
43273,84756,order_total,FATZ8I,KY6B7M,2025-09-04T22:22:53,support
43274,1229,shipping_address,13KJW9,82LNQQ,2024-07-08T07:26:25,ops
43275,76632,current_status,ZQ293N,HDB1XS,2024-07-16T19:58:55,ops
43276,74283,notes,BV445T,MTOSLA,2024-08-16T20:52:54,support
43277,58485,order_total,HJN4OO,GTTMWL,2025-02-19T04:57:19,ops
43278,31397,order_total,BOOOZF,KNZPDP,2025-02-08T23:10:37,ops
43279,28684,order_total,DPUTVW,4FRG82,2024-09-25T10:54:08,ops
43280,77673,order_total,1KYLI0,7G57P2,2024-05-13T03:36:47,support
43281,39985,current_status,EQNS95,WYUYDA,2025-03-25T17:44:59,ops
43282,41191,customer_phone,2ICDZP,1G1K0W,2025-02-14T20:33:43,system
43283,58539,order_total,5RZ46C,IP24YE,2024-09-26T09:12:36,ops
43284,71126,current_status,QU8JT0,1AFY4F,2025-07-28T14:08:56,system
43285,18871,shipping_address,TY8B81,YIYYNM,2025-12-25T13:57:23,system
43286,36354,shipping_address,OEU99B,WEYSGZ,2024-12-19T18:06:51,ops
43287,32409,order_total,8HY0SW,F9WUPX,2024-12-10T19:54:45,support
43288,73270,shipping_address,R7JQ0C,XR73VS,2025-03-08T08:48:17,system
43289,86700,customer_phone,YWEQX4,ZCPH3A,2024-10-27T21:00:58,ops
43290,99594,customer_phone,WM38J4,LQ8SVZ,2024-08-13T02:25:04,ops
43291,58541,customer_phone,X80WJZ,10UDQN,2025-08-16T04:24:59,support
43292,39887,customer_phone,IYGKVC,D3MYQL,2025-08-14T20:49:04,support
43293,20511,order_total,YWB6VC,FU407D,2024-09-20T12:43:29,system
43294,68440,notes,JT4P47,VHIL3R,2025-10-18T08:56:35,support
43295,42608,notes,MTLT9L,4OUYBC,2025-07-16T15:29:32,system
43296,49391,notes,6M3AJH,3D0EQN,2024-02-01T05:50:36,system
43297,22405,shipping_address,5T5RIW,YL9EHU,2025-10-21T21:50:32,ops
43298,53385,current_status,269I6Q,T0P4W5,2025-10-22T00:58:19,ops
43299,117585,customer_phone,Z8PGIA,XFLP7O,2024-05-15T05:47:46,support
43300,60073,order_total,HU9X3Q,HFEOAD,2024-04-04T14:06:18,system
43301,26632,customer_phone,DDEN3E,8S0J81,2025-04-16T07:53:55,support
43302,90333,shipping_address,QYBMCG,XTZTGZ,2024-12-13T18:11:20,support
43303,3863,customer_phone,ETS50I,KJFJD5,2025-09-28T11:10:28,support
43304,62582,current_status,4ZSO2E,AY85CI,2025-09-16T01:18:24,system
43305,34252,customer_phone,EEXR0L,2PJ5XG,2024-07-06T16:15:11,support
43306,36636,customer_phone,GZH65S,VGYAGV,2024-08-31T18:11:34,system
43307,93684,shipping_address,QZD8FD,NSPYAT,2025-08-12T06:57:55,ops
43308,101562,shipping_address,U92LXF,PBLC8L,2024-06-14T04:07:26,ops
43309,52534,customer_phone,AYA3K5,MIL6YM,2025-03-13T16:31:29,system
43310,40422,notes,7R0UKZ,D1R1YZ,2026-01-18T19:44:14,system
43311,92116,customer_phone,IWJLCI,ZD4NA7,2024-05-04T03:09:13,support
43312,101515,order_total,P1YE0R,CLJVRF,2024-06-10T21:49:45,system
43313,102893,order_total,C7W90S,F6Q3GX,2025-12-09T05:23:42,ops
43314,64963,current_status,F2ZRJF,BKREW8,2025-12-03T23:47:51,system
43315,66860,current_status,B8USO0,ML1N2N,2025-02-15T07:18:29,ops
43316,112614,customer_phone,5M4YX2,XYU2QF,2025-05-10T19:20:28,support
43317,96764,shipping_address,Y0ZK4N,VJQXBH,2024-01-31T20:51:37,ops
43318,69672,customer_phone,S87J9L,ELWKYJ,2025-05-27T07:54:44,ops
43319,84106,customer_phone,E733HI,VDYU8N,2024-12-18T05:59:29,support
43320,74407,order_total,I9AFO0,SNKDU4,2025-07-13T20:32:07,support
43321,77324,customer_phone,18SRGY,K9OE5M,2026-02-14T12:39:00,system
43322,91116,shipping_address,HTNPI3,Q1C1RX,2025-02-27T22:32:35,support
43323,53080,customer_phone,RECSEE,K936M3,2025-08-13T04:26:25,system
43324,6693,customer_phone,H6OZO3,DUGGGZ,2025-03-19T18:55:37,support
43325,35725,notes,8QEL8U,2W35JL,2025-02-17T04:04:00,support
43326,75125,shipping_address,HIZMXE,IPV7CU,2026-02-04T06:27:45,ops
43327,24198,customer_phone,TTQQ34,VYULJC,2026-02-01T01:37:00,support
43328,91820,notes,DSXC7G,XUAQ48,2024-08-15T17:14:44,system
43329,29077,order_total,DBK6LK,OYK5OS,2025-04-30T10:03:04,support
43330,43276,current_status,FKCLFJ,GC1O1E,2025-09-15T13:53:18,support
43331,49168,shipping_address,RV4C8D,RUK92A,2024-06-06T11:49:39,support
43332,44742,customer_phone,JONYLA,F90C8H,2025-02-27T01:58:02,support
43333,54723,customer_phone,A7C48Z,71CQMR,2025-05-20T01:47:03,support
43334,781,customer_phone,GOP0G3,3N1P0N,2024-05-17T17:37:08,system
43335,57016,current_status,I9TOBL,BL4JBW,2025-08-22T15:03:11,system
43336,43036,current_status,ESV9D8,PA2BP6,2024-12-11T01:23:03,support
43337,41910,customer_phone,1643QJ,SW9803,2025-07-17T01:23:19,system
43338,49165,current_status,60C9YA,PDGXXX,2025-03-17T20:11:36,system
